Temperature,Moisture,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil,Crop
30.63115555,0.603591803,93.19059817,7.211805297,52.00640003,61.06629393,64.37486881,1.563256417,0,Moth Beans
4.011486444,0.571593113,79.27250407,5.71156355,65.0202371,38.67739861,46.67397943,0.890857262,2,grapes
21.11752827,0.563238839,60.47505475,6.086476766,54.82132641,62.99619779,37.8960165,0.713254505,2,maize
27.12140635,0.691895824,172.606271,6.281680633,67.58536741,43.21744944,71.79109703,0.735215981,2,Jute
23.88066744,0.571785524,210.9793801,7.49193557,69.18824939,99.98718327,132.4152206,-0.280559958,3,Jute
22.81158626,0.503196909,68.16884468,5.654737915,58.57680811,44.17057407,42.82340215,1.27284033,2,maize
27.03512052,0.690394903,64.18342141,5.562172216,86.96971052,32.67691751,42.51598359,1.291329549,2,Kidney Beans
17.15020791,0.653507893,51.80151555,6.11945385,50.71151776,34.88740093,45.29224444,0.901568022,2,Peas
19.70107452,0.810935069,175.6282523,7.094862552,71.11864082,118.3263782,115.5364945,1.678617919,0,rice
25.52570534,0.705346892,52.8500761,6.562486734,57.65606253,66.39041039,51.74655268,2.017795026,1,watermelon
28.23386092,0.667121056,1.42859644,6.670400441,56.0378097,128.8372199,41.80009841,0.891014462,0,muskmelon
30.64859227,0.481393239,22.96381342,6.09325324,55.35392912,57.24972479,41.34822544,1.779289659,2,muskmelon
22.74529426,0.732880043,147.4473877,7.025724482,58.66901028,154.2204061,141.3344956,1.038127696,0,Pigeon Peas
25.4487713,0.76034054,212.875327,6.912928818,70.74932521,153.6726499,144.1104891,3.241983684,0,rice
23.26892099,0.452850876,123.2793229,6.056309726,57.84703252,46.74598169,47.75186059,1.93213169,2,maize
25.0788256,0.427785561,54.48841282,3.908612908,56.56249742,56.67205209,56.52633946,0.523189212,2,watermelon
25.63346682,0.60648926,212.7077555,6.925125271,85.54698739,138.0116265,141.5292262,0.784436613,0,papaya
25.62584099,0.617071405,110.3321274,7.17775286,59.25605124,159.0992853,134.2308266,1.25349154,0,Coffee
24.88128017,0.598086366,118.9413762,5.802249205,62.12349918,54.59308313,53.87835262,0.782677299,2,apple
33.63370789,0.495663945,82.98025848,3.908612908,58.04625721,39.81489624,55.39627335,1.167607193,2,mango
50.17984508,0.77301271,84.33937494,7.131980384,57.16146582,144.284587,149.1584617,1.381868155,0,Black gram
22.47156661,0.588119277,29.45803697,6.927599506,54.84013573,142.785705,112.5353261,0.675787572,0,Lentil
28.12572117,0.661073257,114.2896611,5.644026846,55.80744056,39.66593236,55.86689546,2.064638412,2,mango
26.05481796,0.8027561,58.41836748,5.952354091,58.95510104,53.34464705,48.3300361,0.797145244,2,Tobacco
34.28112365,0.571320314,104.1258641,6.135616997,64.28933468,70.86136803,59.95451421,1.312219032,2,Ground Nut
19.87796722,0.751626672,67.38568464,6.189110084,54.7951652,52.94472157,52.01352412,-0.280559958,1,Tobacco
10.97201609,0.519977347,69.79884095,5.241040563,53.56578089,55.45383118,42.92253933,1.718000731,2,grapes
16.33320772,0.794817621,100.3939913,6.171182491,49.19788847,33.14824606,58.1879205,1.160519033,1,Chickpea
25.96343306,0.529818991,128.1783833,8.026964336,61.3861221,39.75441278,56.60480227,1.555477445,1,Sugarcane
28.51076056,0.381431351,37.17308619,7.320118866,35.52771842,134.9899204,97.17221901,0.881481745,3,Mung Bean
17.60597583,0.429730529,68.57035654,6.10983717,52.30872714,50.16141189,49.40949366,0.507263929,2,Chickpea
28.04026363,0.469346103,61.66881655,6.981053221,54.5558679,155.678133,106.1491341,1.968066939,3,Black gram
25.5491443,0.520083058,189.4453928,5.738543006,80.61576019,49.0685977,54.28111761,-0.280559958,2,Coconut
23.55187317,0.395606878,202.3024084,4.60422019,69.3137285,33.89772763,45.11361437,0.511472338,2,Tea
42.88882865,0.368288745,87.86776443,6.48697381,72.65320353,83.96531566,62.87422946,2.511427743,3,papaya
30.77768154,0.686279365,186.5219043,6.91987581,59.33487767,141.1544092,139.5496148,2.022938257,0,Pigeon Peas
28.82500607,0.421878763,64.94950541,3.900519193,53.4183975,25.29310474,38.75595119,1.561231699,2,Moth Beans
19.42455804,0.597416025,88.82443296,7.766095232,51.35537371,30.63327036,159.5640307,0.467808956,4,Chickpea
29.45462559,0.227436131,92.90753828,5.551810004,58.8121328,28.68845884,-20.50910839,1.19905452,2,mango
21.8389607,0.482475603,116.1877265,5.685580561,65.09319546,58.60866095,60.47322956,1.125103371,2,apple
25.94919724,0.972361206,72.85786962,7.123392997,58.4685228,148.9232136,151.9130313,2.710577507,0,Black gram
26.89719265,0.788621874,108.6118653,6.107023669,67.01836428,51.44128627,48.78211225,1.493516368,1,banana
28.5219174,0.584369245,113.9780577,6.536152693,58.49842804,120.9333983,134.1886764,2.503149936,3,wheat
22.09963103,0.818749668,106.1087092,6.039341103,66.33367833,48.74824391,54.03956794,1.095250534,1,apple
28.92315987,0.74657973,306.0816006,7.061114456,55.44482895,-37.64973873,73.95660761,1.587974944,0,Black gram
23.51323939,0.689202366,40.42502042,7.083360957,54.09320316,158.9852842,116.7746611,0.757361538,0,Lentil
13.51442279,0.574993736,306.0816006,5.42328091,55.77130549,36.82297448,53.43914392,2.191417465,2,Kidney Beans
42.82034194,0.684521076,28.75598701,7.096741033,53.76056352,43.7340435,75.45081135,3.241983684,0,millet
20.8031745,0.510831314,59.851553,6.165161539,54.53550875,50.70380187,59.37378036,1.325378705,2,Tobacco
30.54848917,0.455919564,76.38600921,5.627921298,57.72482753,48.45318611,46.80646149,2.183803395,2,Moth Beans
29.52783475,0.475393334,174.0889883,6.010193178,71.2009088,63.97904977,58.29368146,1.236903049,2,Coconut
26.03961259,0.874311391,263.3513228,5.973094552,79.94100656,57.09595097,63.45739417,1.272333517,1,rice
50.17984508,0.475817021,296.338161,6.079046967,78.33386761,33.99391762,61.08860079,0.922558156,2,Rubber
24.16420962,0.562037903,175.8164825,7.434977569,67.46972519,68.59347181,-20.50910839,0.50544364,3,Jute
22.66492806,0.480174521,383.2810628,4.479152033,87.10113128,47.51865897,62.83128355,2.476148358,2,Rubber
35.26421426,0.780718988,57.23710259,6.026043209,59.19773568,44.49969275,-20.50910839,1.673250054,1,Ground Nut
26.90339974,0.746789309,143.6827072,6.397218192,61.38226814,69.52897913,73.38843742,1.710241349,0,Coffee
16.74494667,0.46307837,132.9360811,5.333830041,54.29243064,33.64131247,50.78297646,1.355155246,2,Kidney Beans
32.39594904,0.453387864,76.18756483,5.416774821,58.35692531,54.64817743,45.73478362,1.701559243,2,mango
22.73630665,0.527301717,306.0816006,6.812371865,58.59221808,133.5941853,123.4228748,0.835463409,3,maize
26.52399821,0.48888181,81.53779487,5.940849494,62.76678118,40.80337055,43.5479663,1.74032337,2,banana
28.13718356,0.574970905,123.2927471,7.532279984,86.96971052,102.378393,81.84924357,0.43121302,3,orange
21.97653989,0.769584632,54.0433244,6.358886912,55.2133121,74.06660892,61.97388471,1.228676672,1,Cotton
27.9244125,0.725729785,134.0238861,6.821483294,65.99730039,-37.64973873,131.4544574,0.859809213,0,Sugarcane
25.07655411,0.504430844,157.2958962,7.026734186,69.95799377,140.7905306,129.311154,1.860203809,3,Jute
25.86148471,0.70018875,242.7816377,6.307148296,77.08362761,60.36067991,66.6326951,2.294898172,1,rice
11.88256587,0.704715567,85.46164344,5.79931473,54.19250014,49.24480676,46.30578758,0.802241047,2,grapes
24.19338586,0.522208987,153.441377,6.748555506,65.48026299,78.55995415,94.0829818,1.99009682,3,Jute
30.16750048,0.607798858,24.39127666,5.879567476,53.86794832,55.73071716,41.60975347,1.151585633,2,muskmelon
28.13718356,0.574970905,123.2927471,7.532279984,86.96971052,102.378393,81.84924357,0.43121302,3,orange
28.23120787,0.790794608,306.0816006,5.696853448,66.72645921,55.1347101,57.78578454,1.100274003,1,Sugarcane
25.54517441,0.668490869,37.40427468,4.456507747,52.46742599,32.85643686,39.21905716,1.790975859,2,Moth Beans
35.05261078,0.763191016,51.96169843,5.936924202,60.54733857,57.38335798,37.53315603,1.066713504,1,grapes
28.5808768,0.699427679,84.82226975,6.220272896,58.70821298,67.65682972,50.01121052,0.933776569,2,grapes
31.43468202,0.757628091,40.38637911,6.596766522,54.15455951,95.1454404,37.66915365,1.133042824,0,muskmelon
30.33005301,0.759143511,44.06224842,8.646731928,54.50003285,41.19614291,38.91122035,1.603779962,1,Moth Beans
20.44384383,0.653674141,56.98717035,7.16788433,51.39414062,177.3144812,77.46085742,1.160579636,0,Chickpea
21.69956887,0.61809069,96.33602236,5.755441783,53.08065397,24.59445394,52.83435138,1.395827419,2,Kidney Beans
23.29157111,0.676164616,51.94143722,6.833114796,35.52771842,73.92169521,48.33675116,1.02736068,0,Lentil
20.89964692,0.704207958,67.24378164,7.194753608,51.3763159,131.9593396,126.308197,2.058939147,0,Peas
21.63331836,0.721958095,306.0816006,7.173131182,71.58331644,163.0576361,148.1283475,1.234242458,0,rice
28.47364289,0.695126907,89.89129911,3.908612908,62.45077078,55.37713677,52.68420671,1.069081902,2,Ground Nut
28.65122247,0.588157952,128.3991454,5.902704287,65.18092949,56.48257945,65.57598301,1.59124175,2,Coconut
19.09066783,0.558916928,90.63814477,8.309043778,49.11855987,32.30403171,46.49083387,1.175220792,1,Chickpea
26.23803153,0.606457571,105.203327,5.617417236,60.78748751,40.35921406,54.62476966,0.500638845,2,banana
49.93786006,0.370928364,24.34112996,7.618040515,52.10281668,36.91069235,45.7753715,1.506169021,1,millet
30.86744924,0.675585728,142.490306,6.536292103,65.70222761,64.59535702,59.53059253,1.134859627,2,Ground Nut
25.79693453,0.436127108,70.51115146,6.842291354,86.96971052,146.3668989,120.7022062,0.761465424,3,watermelon
50.17984508,0.476799791,147.0795706,5.908707062,61.97572511,47.18867462,64.75378339,1.297056608,2,Pigeon Peas
24.61335333,0.784471368,38.10120586,7.011987906,51.09994145,105.6862978,66.43028341,0.86018439,0,Lentil
21.52693677,0.454148768,97.75698104,6.069451401,63.49377593,34.94878381,59.17512304,1.167735046,2,pomegranate
34.35315088,0.379481137,225.2090361,6.571692994,93.51200986,94.08044083,106.8086818,1.722174066,3,papaya
26.45974307,0.690811227,258.5738408,4.956096996,79.78132923,36.52233165,55.44687398,1.330162158,1,Rubber
30.60742344,0.708190663,25.67349434,7.576535778,53.14524991,72.8380946,45.92237384,1.767111064,1,Lentil
25.42008149,0.72104729,95.83348934,5.912041978,62.54476883,59.40372348,51.24251238,1.586239977,1,apple
30.53290324,0.481476632,87.08717037,6.214602723,60.63487185,60.90027385,57.4315396,2.041194866,2,Ground Nut
20.05008148,0.676496766,220.5570723,5.500452078,74.97759204,57.56992553,50.88245614,1.959887833,1,rice
21.17795502,0.469954982,162.3353576,6.84319309,62.4425411,134.8463642,154.9979326,1.962450819,3,Coffee
28.14154732,0.972361206,163.4451666,5.799187497,63.04567979,47.95629476,51.37369526,2.142895015,2,Ground Nut
26.84472156,0.514491228,76.35703021,6.229123829,58.11152538,42.54615129,46.35624758,0.920386838,2,Tobacco
23.66673314,0.467787651,46.68297191,6.719286409,55.2388212,144.2774024,75.53601481,1.310071191,3,watermelon
26.44643883,0.445996557,50.69520907,6.901125985,58.36812027,133.8526034,159.5640307,0.970102898,3,watermelon
31.55353477,0.736545908,306.0816006,6.884136379,35.52771842,125.3668717,103.3692181,-0.280559958,0,mango
17.11739312,0.476599151,72.3886662,6.951996912,53.38190149,82.47003287,64.75872904,2.101216677,3,maize
15.73790665,0.756076954,101.1885653,3.908612908,49.0030822,35.51790433,-20.50910839,1.466678621,1,Kidney Beans
27.69844852,0.506939978,51.77753537,6.953003345,58.41459185,110.4848709,66.57289504,0.758312549,3,papaya
23.31654587,0.380493685,103.2218058,7.132433826,58.23377876,73.78266687,64.49540753,1.672534834,1,Cotton
18.18719319,0.533198408,74.41581197,6.626949523,55.23400636,65.53419867,54.97042416,1.706525502,2,grapes
22.24310282,0.608199026,73.39913079,8.82843282,55.76164893,141.1450291,141.9905469,0.559782437,0,Lentil
24.39831088,0.553073159,124.8272842,6.088228513,59.89396346,41.88741211,53.34788608,1.602075446,2,banana
18.67864152,0.621541024,72.93403158,7.655648544,51.7990809,29.44915356,51.99498395,0.813681332,4,Chickpea
20.36888944,0.683815248,158.9628274,3.908612908,58.16898612,27.81689117,49.32772954,3.241983684,2,Pigeon Peas
25.9626368,0.670031104,193.669998,7.064826235,69.75597761,149.3148008,140.3273591,2.2665391,0,rice
29.05388955,0.379567073,306.0816006,5.756276965,63.28052942,36.42538007,54.59396756,3.241983684,2,banana
26.95540633,0.668000543,164.9785367,6.622825883,74.24173814,73.18060206,65.17391342,1.428614083,2,Coconut
26.88235578,0.566326954,46.83521282,8.717460342,54.36215949,35.95002401,47.91269164,0.587644078,4,Moth Beans
17.31922991,0.718269118,77.8001231,6.269454728,52.76708568,31.83116363,65.31902229,0.828808148,2,Chickpea
28.47364289,0.695126907,89.89129911,3.908612908,62.45077078,55.37713677,52.68420671,1.069081902,2,Ground Nut
28.02876329,0.514957076,41.60192322,7.864158342,56.81884568,45.22039366,41.00034807,1.845041563,1,Moth Beans
27.46970601,0.227436131,70.944593,5.796185874,59.35391184,177.3144812,47.99494148,2.024054929,2,Tobacco
25.47152911,0.565007692,209.9591971,4.577032764,67.01984371,45.75985771,61.01716516,-0.280559958,2,Tea
20.89964692,0.704207958,67.24378164,7.194753608,51.3763159,131.9593396,126.308197,2.058939147,0,Peas
17.62777047,0.598732609,49.02319384,6.495766924,50.18898068,43.86317037,65.34463995,2.088004029,2,Peas
25.35376689,0.371191068,97.65264534,6.081030079,64.66787206,49.11875433,50.90400693,2.366085343,2,apple
27.76499591,0.497175717,185.7254284,4.73132973,67.00413823,41.93529594,58.51495467,1.674656268,2,Tea
52.71331909,0.71231168,121.5734487,5.49688573,72.0778236,177.3144812,-20.50910839,0.647958653,2,Adzuki Beans
18.26351975,0.685107801,52.22813835,7.049363265,51.12268612,131.3418829,136.0108464,2.01664757,0,Peas
17.48919647,0.786247836,99.22650365,5.949549773,51.41558747,35.30314534,159.5640307,3.241983684,1,Kidney Beans
24.21286359,0.460912488,86.68576593,6.017103279,57.64017534,43.31958806,60.01143091,1.473622934,2,wheat
21.56663581,0.763639694,306.0816006,6.019921162,58.03548062,63.46087366,60.21584903,1.56215239,1,Cotton
18.03113065,0.509154841,65.97263442,6.06899037,53.398435,52.67481638,47.05336776,2.178154555,2,maize
20.8096957,0.631718091,58.79969481,8.271015875,51.09328537,28.15285483,51.89179109,2.368712606,1,Chickpea
33.08005318,0.424283898,117.5663196,8.82843282,71.06571322,67.74147104,63.97028377,1.330651389,2,orange
50.17984508,0.709527975,99.05264553,5.828624421,62.70513992,54.58663543,49.40986615,1.055065173,1,apple
29.06620274,0.653658233,48.05478807,6.451482557,56.13884993,79.65032831,50.19266797,1.888688507,2,muskmelon
22.46920283,0.744460186,94.38697463,6.869612798,59.43263207,144.6593555,112.6118311,2.15995896,0,Cotton
35.69754945,0.972361206,135.362391,6.523685022,59.2391538,49.82302816,159.5640307,2.200284461,2,Pigeon Peas
20.13263588,0.476638009,94.15726,7.092157022,59.15699612,143.6879579,146.4299063,1.539593855,3,pomegranate
18.77464849,0.972361206,52.5187921,6.096480789,50.61272817,25.2120363,44.4134779,1.257375523,2,Peas
21.86598023,0.82909515,204.7781507,7.463554597,71.20464463,79.60123422,93.86199626,2.03131888,1,rice
28.86306501,0.401469697,68.42775015,6.408714576,57.95787007,66.09689842,54.18315673,0.964964557,2,Mung Bean
25.02888087,0.394311191,115.990418,7.716398852,57.96191342,85.4748021,57.97091102,0.755902628,3,Cotton
29.63269679,0.463209964,152.7815228,6.521529035,69.20350207,84.84335045,89.77145067,1.980854551,2,Sugarcane
27.10556501,0.620651536,195.0648901,7.192565704,70.57440087,98.10678731,120.2426477,1.352305002,0,Jute
23.84983984,0.635080005,205.4138145,7.024707423,67.85393008,147.7558402,156.3112912,0.916595608,0,Coffee
50.22670986,0.46510628,149.8411256,5.532928612,74.00943388,41.44361588,54.93701762,2.197067356,2,Adzuki Beans
28.56222688,0.47974833,102.8996148,5.317946708,60.59085822,35.44485044,45.29390841,2.65549756,2,Pigeon Peas
24.20350371,0.751595413,42.77362406,3.908612908,54.79047652,56.08250304,45.91429974,1.711029461,1,watermelon
31.8829802,0.365851102,168.7349961,6.055001012,65.24128944,63.99733447,65.07985972,2.260830822,2,Ground Nut
19.25522029,0.654629982,106.2639271,5.929897773,59.12427337,48.35453909,53.35639056,0.721451335,2,apple
37.22022573,0.426091163,156.2770309,6.408765364,59.64065773,39.0364533,75.05482516,1.185640434,2,Pigeon Peas
21.54852689,0.647259196,94.9842204,5.406396303,35.52771842,46.06973408,51.86005924,1.703373139,2,apple
25.86958741,0.654294955,139.7323621,8.444201508,67.82918249,41.10173738,63.25455722,2.030123794,1,Sugarcane
35.56708585,0.632908343,223.9531669,6.85867224,93.67130094,142.2912747,144.7191162,1.418026124,0,papaya
4.011486444,0.609791162,49.23558693,6.424502053,54.90790741,74.50836361,60.18606148,1.948495966,2,Mung Bean
27.80008593,0.458571398,91.43703556,8.688733816,55.58028307,32.32366046,52.90025665,1.942184491,1,Moth Beans
31.71649727,0.662538186,112.3258587,6.307514128,60.74701107,65.97938976,49.43271384,2.320992663,1,Ground Nut
33.21422432,0.478738744,76.0605719,6.923358118,56.04488347,97.07847872,77.9706144,1.454342893,3,wheat
14.31756397,0.390557055,47.25102944,6.645197536,48.83923514,52.8520592,62.46572844,1.130654833,3,Peas
18.96600941,0.735294272,54.15458074,7.30108359,51.47875187,141.597619,89.41839956,2.043893371,0,Lentil
32.72804834,0.646418387,112.0170342,6.204409812,86.96971052,68.6600467,55.29299339,1.328325431,2,banana
20.84106557,0.448463523,183.8756639,4.630610348,65.72009104,25.66009702,42.68966124,2.51267825,2,Tea
26.27645808,0.599389076,119.0914531,5.416627959,64.75931564,38.16965915,45.14176795,2.294692202,2,Sugarcane
26.96955934,0.406462239,46.02613258,6.917280205,35.52771842,110.9469197,55.51872243,1.188181159,3,Mung Bean
15.04877768,0.615583863,106.5359644,6.682713298,86.96971052,133.6615403,135.1906437,0.620934297,0,pomegranate
20.67013634,0.487551887,111.7979461,5.931399902,63.37701319,60.41198341,52.20068331,1.670611577,2,apple
20.41740666,0.227436131,72.11580755,7.101147376,50.81448087,76.81764814,131.0803402,2.554353488,3,Chickpea
17.77461776,0.779128396,195.3803522,6.498136217,61.4578174,57.79617686,76.6448384,1.379046222,1,Pigeon Peas
25.47152911,0.565007692,209.9591971,4.577032764,67.01984371,45.75985771,61.01716516,-0.280559958,2,Tea
26.19573716,0.680601229,18.83445139,6.277710421,53.03913332,82.30344813,43.18301215,0.657854702,2,muskmelon
31.57803258,0.58086624,75.3985111,6.561699639,58.00338578,72.54467341,63.34507813,1.170294315,3,Black gram
30.77752637,0.663909058,386.9106071,5.690269768,95.74108909,35.89827607,80.56643904,0.559672058,2,Rubber
27.46970601,0.227436131,70.944593,5.796185874,59.35391184,177.3144812,47.99494148,2.024054929,2,Tobacco
24.39011778,0.533334192,306.0816006,6.213286889,57.33808821,57.5778368,53.84636125,1.490372182,2,Cotton
23.23165288,0.458620104,95.38256482,5.930993294,51.95583215,43.48884411,49.6910684,1.6345712,2,Kidney Beans
4.011486444,0.591006655,91.82386731,6.330648576,63.30670253,60.68147725,65.44698105,1.314647363,2,Ground Nut
25.9309902,0.52518277,68.71149579,6.339981904,55.13118941,54.92833752,55.57436112,2.229773429,2,Cotton
21.24983957,0.743850787,191.2824737,6.989162384,68.26590661,153.5704484,152.442148,2.091261096,0,rice
14.14867138,0.619885308,76.50146849,6.321173117,50.72188317,23.45557049,51.14142745,0.542497692,2,Kidney Beans
34.74107352,0.972361206,71.74759659,6.454371576,59.97092326,56.87853552,66.99613074,1.543545866,2,mango
23.62434967,0.602244541,122.7640695,6.648365787,57.31735929,89.31115368,73.42359592,1.104918409,3,wheat
21.17715575,0.302811015,115.608112,6.594668981,60.70596123,54.06709881,51.81075209,0.524974317,2,wheat
21.82344026,0.88838795,207.3115402,6.56025867,70.87253223,67.03509894,99.06223463,1.825822881,1,rice
28.22359607,0.669442009,192.3007579,6.732991547,66.74564026,108.6676994,141.0629794,1.417797596,0,Coffee
25.51617844,0.467478687,94.24464051,6.2227882,55.84110427,64.67679864,49.00779567,1.225551198,2,Cotton
54.60592279,0.42929165,46.66590404,4.952728585,60.23383932,36.28499551,51.8019017,0.818666066,2,Adzuki Beans
9.400567674,0.683007332,55.33667072,6.211900142,55.00744431,60.96703701,42.28497903,1.360648031,2,grapes
21.86598023,0.82909515,204.7781507,7.463554597,71.20464463,79.60123422,93.86199626,2.03131888,1,rice
31.48282286,0.703311177,105.560338,5.99526566,60.95478538,33.44558382,62.59104809,1.723292556,1,Ground Nut
26.23311921,0.71995509,111.0012662,7.14417509,59.87291083,105.7310468,81.34879318,1.829640189,0,Cotton
37.23214129,0.467413537,101.4298055,6.015315865,60.1342278,58.97496062,54.82836475,1.311787018,2,mango
28.92777598,0.707183131,79.55393909,6.854333424,56.85979033,143.6233527,85.58472186,1.495996493,0,Mung Bean
29.71185456,0.610036969,147.3351584,5.370317966,71.10799176,38.63515177,55.77603732,2.362644548,2,Sugarcane
28.06919352,0.665835787,80.52040473,6.301946037,57.55501558,54.12525401,60.8367423,1.156624051,2,mango
29.43986603,0.424954343,91.04232088,6.293373644,61.53783703,51.34815534,58.26169997,1.695832472,2,Ground Nut
22.42712,0.813575764,106.8734299,5.395925016,66.32331336,45.69204842,59.36013812,1.207339251,1,apple
24.01860649,0.472071725,197.1101869,4.781212242,64.33021854,38.87610367,52.08097268,-0.280559958,2,Tea
23.73382078,0.483094548,85.97422917,6.075179692,56.15263124,47.04327329,42.22573206,-0.280559958,2,Tobacco
21.22686639,0.788853344,39.8362135,6.459031064,52.51700316,58.93191188,46.01002883,2.127851582,1,Lentil
24.65425972,0.470873012,77.88138362,6.180830274,54.48581584,54.44538949,53.23876608,0.800212339,2,Tobacco
30.90369433,0.227436131,139.7671425,6.225918621,65.37149209,61.77974225,59.42725103,0.392942131,2,Ground Nut
30.24885863,0.623647446,78.09908923,6.833761579,62.84533357,128.7975046,101.6329722,1.253225308,0,papaya
23.04499457,0.580837624,175.4447254,6.956643917,59.63245367,125.630703,149.5396515,1.587914774,0,Coffee
20.19142311,0.408234043,47.73468079,6.219849719,51.32912798,-37.64973873,159.5640307,1.797687531,2,Peas
29.98405507,0.535257835,60.13724509,6.809559641,61.28518321,122.7240598,50.17922765,0.774236322,3,papaya
25.91151732,0.404850724,23.85564081,6.982616617,56.03665267,-37.64973873,67.79084598,2.476627408,3,watermelon
26.92396942,0.605229299,106.651208,7.00671232,61.1839662,125.0698086,145.3673157,1.52032194,3,maize
29.18732485,0.659885779,122.373603,6.076835821,62.86748992,55.62700647,49.47236965,1.806314963,2,banana
20.43802187,0.564971298,201.0031739,5.133963147,59.57155509,177.3144812,47.35130434,1.277608876,2,Tea
24.84173812,0.712802545,47.68738421,5.710694277,50.27269895,42.65301509,51.63877015,0.560272897,2,Kidney Beans
24.07028937,0.750193702,105.6913934,6.655426974,55.23265405,130.809544,95.68343278,0.624886847,0,Cotton
23.00081072,0.773683119,121.7818427,6.330773982,63.26728672,53.71319021,58.40080991,-0.280559958,1,apple
52.2408349,0.795869981,104.1891915,5.636753926,67.95931611,46.38275434,159.5640307,1.128992925,2,Adzuki Beans
22.57399449,0.569646911,114.6545235,5.775127562,52.59176096,33.24249921,53.01954449,0.612872698,2,Kidney Beans
25.86587977,0.619016713,175.6056695,6.183983931,71.62634487,49.27986482,-20.50910839,0.692671779,2,Jute
20.43802187,0.564971298,201.0031739,5.133963147,59.57155509,177.3144812,47.35130434,1.277608876,2,Tea
50.17984508,0.476799791,147.0795706,5.908707062,61.97572511,47.18867462,64.75378339,1.297056608,2,Pigeon Peas
45.07516986,0.740822905,38.88542774,6.337278841,51.76884701,39.36701257,57.33514131,1.283223507,1,millet
20.21325083,0.422003973,119.5681638,7.376841659,58.42925263,143.7145195,149.7290397,2.314190056,3,Pigeon Peas
28.85694423,0.458893744,152.0342197,5.717751403,73.43336675,45.39256195,63.48702769,0.813983721,2,Sugarcane
26.02396836,0.921186115,228.0731423,5.200006126,75.25435863,36.05711225,69.40660961,2.254797524,1,rice
40.47416986,0.57879698,34.63304084,6.971138694,52.71183409,104.4534664,146.8801809,2.279653669,3,millet
50.17984508,0.838429739,208.6501269,6.877079238,35.52771842,144.0078175,149.2581339,1.484952518,0,rice
40.31081057,0.693484927,41.92573697,5.572708217,52.54545521,37.03793034,37.74324803,1.254497117,1,millet
28.75267159,0.768749826,44.20042444,9.141355416,55.23718077,36.5663626,47.45891712,1.154307167,1,Moth Beans
25.46079004,0.523658485,57.71068317,7.043886161,56.37104275,78.67613625,65.27694511,1.168868845,3,Moth Beans
28.50169256,0.470393727,82.19948909,5.418049902,57.8941802,35.60677437,44.97851253,3.241983684,2,mango
26.80941175,0.67085408,104.3546125,6.121840883,62.96879029,68.29244654,59.80825414,3.241983684,2,pomegranate
29.33002837,0.416498963,173.1738992,6.985416744,70.39250953,-37.64973873,144.7391705,1.663359365,3,Sugarcane
16.87596652,0.467203068,75.73415455,6.483107468,50.54648574,-37.64973873,74.41882287,1.214081316,3,Chickpea
21.19322694,0.632003859,85.33869337,6.83039009,53.9290011,135.8897429,88.83312099,1.06689942,0,maize
19.49582469,0.491432033,45.37965608,6.296433426,52.01018375,31.26932982,48.0649389,1.279147023,2,Peas
20.54478151,0.972361206,20.73019635,6.331305506,54.70380767,60.79378747,50.33982774,2.184342158,2,Lentil
18.20036024,0.608519138,40.20113245,6.312015064,52.21886917,32.96491743,49.45499533,1.609833599,2,Peas
30.47737906,0.496721918,213.0026651,6.932385385,68.03739192,138.3626086,137.9955661,2.568871021,3,Pigeon Peas
29.86236135,0.678426728,225.6376139,6.00271452,84.05865796,48.95677489,68.38447932,1.208737979,2,Coconut
24.85931405,0.429950967,70.93164461,5.624833482,58.92212659,50.9172967,64.91294487,2.095582343,2,Pigeon Peas
32.44642388,0.72890632,125.6184346,5.859318691,60.96005173,49.17964051,56.51558968,2.161450949,1,Ground Nut
29.04568295,0.574219044,24.88009327,6.81895261,54.76484194,127.307713,57.30746942,1.585509045,3,Mung Bean
20.98434177,0.686734748,134.3936206,7.154289177,60.24969088,140.2311817,146.1360635,0.604871175,0,orange
32.23662338,0.791339894,116.2355222,6.052539947,60.93292873,-37.64973873,55.40332042,0.489650908,2,Ground Nut
32.43429197,0.388662017,87.64260462,4.456429965,55.6855986,38.02614481,45.28177744,-0.280559958,2,Pigeon Peas
27.54104599,0.800410592,54.59610122,6.233320281,56.2884782,72.91062428,48.4655379,2.419902076,1,Mung Bean
24.75062102,0.825467671,21.12516041,6.734922805,55.80470984,135.8812547,73.9865542,2.428745009,0,watermelon
28.06852029,0.675237829,52.97839653,5.922641588,58.49007095,59.87390228,47.9095782,2.108969679,2,grapes
24.06134886,0.612902027,20.90708307,6.230401649,53.69255431,59.85858965,46.23679106,1.160683263,2,watermelon
31.50498004,0.572465147,226.2565583,4.733955858,72.10300742,45.64148437,47.2782345,1.045630126,2,Rubber
25.26915642,0.518439354,66.41944623,6.637013152,58.42243552,70.57982036,60.95621752,2.09164388,2,watermelon
26.39558365,0.590460713,170.5583079,6.012752337,69.12698326,64.34546557,69.01959794,1.927928898,2,Jute
23.08508925,0.425728453,82.65926548,6.702766792,86.96971052,106.1995122,69.74434226,1.326788035,3,pomegranate
31.5098168,0.790060385,79.62293404,7.062208253,58.27231273,145.6415294,95.75525735,1.016942495,0,Black gram
25.22842527,0.972361206,180.9100048,6.498410922,69.52907341,-37.64973873,74.74169934,1.525248612,1,Jute
